0110P         2014 12 17.6184  2.476854  0.314152  167.6734  287.7117   11.6935  20130309   1.0 12.0  110P/Hartley                                             MPC 75735
0111P         2013 01 29.9873  3.704251  0.109086    3.2811   89.7949    4.2291  20130309   5.0  8.0  111P/Helin-Roman-Crockett                                MPC 75718
0112P         2013 06 24.3124  1.455326  0.588047   21.4500   31.9273   24.2036  20130309  14.0  6.0  112P/Urata-Niijima                                       MPC 69910
0114P         2013 05 13.9110  1.574845  0.555531  172.8538  271.0551   18.2838  20130309  11.5  6.0  114P/Wiseman-Skiff                                       MPC 82722
0116P         2016 01 12.6088  2.182774  0.372745  173.5804   21.0512    3.6105  20130309   2.5 10.0  116P/Wild                                                MPC 62583
0117P         2014 03 27.5730  3.055766  0.253744  222.7681   58.8992    8.6988  20130309   2.5  8.0  117P/Helin-Roman-Alu                                     MPC 79345
0119P         2014 04  2.4290  3.026981  0.292186  181.2595  244.1010    5.1961  20130309   3.5  8.0  119P/Parker-Hartley                                      MPC 80901
0120P         2013 02 22.4271  2.729037  0.338984   30.1132    4.4500    8.7967  20130309  12.0  4.0  120P/Mueller                                             MPC 80901
0121P         2013 09 12.9025  3.752904  0.190349   13.2132   94.2335   20.1451  20130309   6.5  8.0  121P/Shoemaker-Holt                                      MPC 75718
0124P         2014 04  9.5909  1.644852  0.504072  183.6765    0.4675   31.5323  20130309  13.5  2.8  124P/Mrkos                                               MPC 75718
0125P         2013 02 16.9790  1.525464  0.512338   87.2266  153.1883    9.9858  20130309  13.0  6.0  125P/Spacewatch                                          MPC 69908
0128P      b  2017 01  9.5662  3.054631  0.322077  210.4287  214.3606    4.3641  20130309   8.5  4.0  128P-B/Shoemaker-Holt                                    MPC 75719
0129P         2014 02  6.5325  3.913314  0.093267  308.4505  185.4161    3.4323  20130309  11.0  4.0  129P/Shoemaker-Levy                                      MPC 82322
0131P         2012 01  6.5804  2.416584  0.343334  179.3047  214.2023    7.3548  20130309  11.0  4.0  131P/Mueller                                             MPC 76027
0133P         2013 02  8.9608  2.649974  0.161541  132.1581  160.1490    1.3868  20130309  15.4  2.0  133P/Elst-Pizarro                                        MPC 75719
0134P         2014 05 21.4344  2.572395  0.587089   18.5313  202.1310    4.3486  20130309  11.5  4.0  134P/Kowal-Vavrova                                       MPC 82322
0136P         2016 05 31.0486  2.973244  0.292016  225.3013  137.4925    9.4159  20130309  11.0  4.0  136P/Mueller                                             MPC 75719
0138P         2012 06 11.6499  1.700341  0.530531   95.5935  309.3981   10.0855  20130309  15.0  6.0  138P/Shoemaker-Levy                                      MPC 65938
0139P         2017 12  9.3352  3.406168  0.247443  166.1350  242.2732    2.3334  20130309   9.5  4.0  139P/Vaisala-Oterma                                      MPC 75719
0143P         2009 06 10.8875  2.542371  0.408574  320.8146  245.3260    4.6894  20130309  13.5  2.0  143P/Kowal-Mrkos                                         MPC 78188
0152P         2012 07  9.0198  3.116257  0.307162  163.7573   91.9101    9.8680  20130309  11.5  4.0  152P/Helin-Lawrence                                      MPC 79346
0154P         2013 12 12.2104  1.607980  0.670617   49.0152  343.4988   17.8311  20130309   2.5 12.0  154P/Brewington                                          MPC 75720
0156P         2014 04 16.5035  1.585062  0.559178  357.7716   38.9919   20.7789  20130309  15.5  2.0  156P/Russell-LINEAR                                      MPC 75721
0158P         2012 10  1.9986  4.576572  0.030827  233.3155  137.2998    7.9070  20130309   9.0  4.0  158P/Kowal-LINEAR                                        MPC 76027
0160P         2012 09 18.5837  2.066641  0.479329   18.2294  336.9918   17.2746  20130309  15.5  2.0  160P/LINEAR                                              MPC 80901
0162P         2015 07 11.6526  1.235747  0.595599  356.4056   31.2364   27.8066  20130309  12.0  4.0  162P/Siding Spring                                       MPC 79346
0164P         2011 06  2.3648  1.677066  0.541126  325.9342   88.3135   16.2611  20130309  11.0  4.0  164P/Christensen                                         MPC 78188
